Age,Age_Group,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Income_K,Loan_Amount_K,Assets_Value_K,Debt_to_Income_Bin
69,>50,Female,Master's,Single,96407.0,634.0,47626.0,Personal,Employed,11,Fair,0.282450743013031,230957.0,3.0,Angelaburgh,RI,Taiwan,3.0,1,Medium,96.407,47.626,230.957,0.2-0.3
24,21-30,Female,Master's,Widowed,,790.0,29181.0,Auto,Employed,4,Excellent,0.444117003643241,294232.0,4.0,South Lisaside,PA,Guam,2.0,0,Medium,,29.181,294.232,0.4-0.5
49,41-50,Male,Bachelor's,Divorced,91778.0,,34630.0,Business,Self-employed,4,Fair,0.30503356900807,172963.0,,Lake Traceyside,AS,Kyrgyz Republic,4.0,2,Low,91.778,34.63,172.963,0.3-0.4
48,41-50,Male,Bachelor's,Married,41788.0,671.0,29078.0,Business,Employed,19,Fair,0.1805987116646,164214.0,,East Jesus,KS,Netherlands,0.0,0,Low,41.788,29.078,164.214,0.1-0.2
29,21-30,Female,PhD,Single,103942.0,,6594.0,Personal,Unemployed,9,Poor,0.476669834793662,227098.0,3.0,Jillhaven,MS,Micronesia,1.0,0,Medium,103.942,6.594,227.098,0.4-0.5
51,>50,Non-binary,Master's,Married,88748.0,729.0,30660.0,Personal,Self-employed,3,Good,0.51416706554844,272319.0,1.0,Matthewberg,NC,Guinea-Bissau,4.0,2,Low,88.748,30.66,272.319,
25,21-30,Non-binary,Bachelor's,Widowed,,704.0,29805.0,Home,Employed,5,Good,0.508670680231792,236811.0,4.0,South Samuel,IA,Northern Mariana Islands,0.0,2,Low,,29.805,236.811,
40,31-40,Male,High School,Widowed,38651.0,660.0,11745.0,Home,Unemployed,18,Excellent,0.485177625414166,,3.0,East Ryan,NM,Comoros,3.0,0,Medium,38.651,11.745,,0.4-0.5
44,41-50,Female,PhD,Married,117356.0,609.0,8281.0,Auto,Self-employed,7,Fair,0.387910011437201,166213.0,4.0,East Thomashaven,OH,Cape Verde,1.0,0,Low,117.356,8.281,166.213,0.3-0.4
26,21-30,Male,PhD,Divorced,108232.0,720.0,16660.0,Home,Employed,11,Excellent,0.275856238821939,97645.0,,Morganbury,MO,Taiwan,3.0,1,Low,108.232,16.66,97.645,0.2-0.3
43,41-50,Non-binary,PhD,Married,28709.0,718.0,22568.0,Personal,Employed,11,Poor,0.388659915154115,215894.0,3.0,Lake Taylorland,GA,Cyprus,3.0,2,Low,28.709,22.568,215.894,0.3-0.4
46,41-50,Non-binary,Bachelor's,Married,,611.0,8286.0,Business,Unemployed,16,Poor,0.218130934680998,236223.0,4.0,West Amandatown,AL,Lesotho,,0,Medium,,8.286,236.223,0.2-0.3
68,>50,Non-binary,PhD,Widowed,48491.0,,34095.0,Auto,Unemployed,1,Excellent,0.392123549344007,36398.0,0.0,Evansshire,TX,Mongolia,1.0,2,Low,48.491,34.095,36.398,0.3-0.4
55,>50,Female,Bachelor's,Single,96002.0,,32385.0,Home,Self-employed,19,Poor,0.299898204726335,151996.0,0.0,Michaelside,CO,Jordan,3.0,0,Low,96.002,32.385,151.996,0.2-0.3
66,>50,Female,High School,Married,110027.0,,8812.0,Business,Self-employed,16,Fair,0.467153530275055,230054.0,4.0,Anachester,TN,Moldova,4.0,0,Low,110.027,8.812,230.054,0.4-0.5
67,>50,Female,Bachelor's,Widowed,26955.0,742.0,10885.0,Home,Employed,5,Fair,0.152041107215774,61792.0,0.0,Whiteport,AZ,United States of America,,2,Low,26.955,10.885,61.792,0.1-0.2
58,>50,Female,PhD,Divorced,,756.0,8144.0,Home,Self-employed,3,Excellent,0.466562962404423,60764.0,1.0,Johnsonview,NV,Egypt,3.0,1,Medium,,8.144,60.764,0.4-0.5
53,>50,Male,Bachelor's,Widowed,117958.0,674.0,17451.0,Personal,Self-employed,2,Fair,0.141740169120818,126028.0,3.0,South Jasonborough,KY,Micronesia,3.0,1,Low,117.958,17.451,126.028,0.1-0.2
63,>50,Non-binary,High School,Divorced,26641.0,719.0,6395.0,Personal,Employed,7,Fair,0.114893158599938,181082.0,,Barbarachester,MS,Tokelau,3.0,0,Low,26.641,6.395,181.082,0.1-0.2
20,<20,Female,PhD,Married,67922.0,754.0,44730.0,Auto,Employed,2,Good,0.456619940862826,253811.0,3.0,South Brandon,UT,Equatorial Guinea,4.0,0,Low,67.922,44.73,253.811,0.4-0.5
38,31-40,Non-binary,PhD,Widowed,100107.0,676.0,,Home,Unemployed,5,Fair,0.306598410077508,152992.0,4.0,Haydenstad,MP,Pakistan,4.0,0,Low,100.107,,152.992,0.3-0.4
26,21-30,Non-binary,Bachelor's,Single,73950.0,702.0,,Home,Unemployed,5,Poor,0.168216614762284,176488.0,2.0,Jacksonton,TX,Chile,1.0,1,Low,73.95,,176.488,0.1-0.2
38,31-40,Male,Master's,Single,115373.0,,,Personal,Self-employed,4,Good,0.59370203712556,186149.0,0.0,West David,CO,Ecuador,2.0,2,Medium,115.373,,186.149,
21,21-30,Male,PhD,Married,20056.0,,,Personal,Employed,4,Fair,0.444681423624381,,4.0,Bryanshire,AL,Sweden,3.0,0,Medium,20.056,,,0.4-0.5
69,>50,Female,High School,Married,66326.0,,20151.0,Personal,Self-employed,9,Good,0.580947849487708,,4.0,Bryantberg,NC,Nicaragua,0.0,2,Low,66.326,20.151,,
41,41-50,Female,High School,Widowed,48669.0,728.0,,Home,Employed,13,Good,0.275481905122759,75394.0,0.0,Leeland,MT,Kazakhstan,,2,Low,48.669,,75.394,0.2-0.3
54,>50,Female,Bachelor's,Divorced,,725.0,42031.0,Business,Employed,14,Poor,0.325030070641887,210297.0,3.0,Marybury,DC,Italy,4.0,2,Low,,42.031,210.297,0.3-0.4
49,41-50,Non-binary,PhD,Single,,705.0,34814.0,Home,Self-employed,13,Excellent,0.53085282415826,217095.0,,Lake Carolynstad,CT,Albania,1.0,1,Low,,34.814,217.095,
56,>50,Male,Bachelor's,Married,83059.0,756.0,42332.0,Home,Employed,16,Fair,0.207811878164606,153365.0,0.0,South Joseph,IA,Bosnia and Herzegovina,1.0,1,Low,83.059,42.332,153.365,0.2-0.3
65,>50,Non-binary,Master's,Single,85322.0,730.0,48402.0,Home,Employed,17,Excellent,0.241151338132422,87389.0,1.0,New Emily,NY,Burkina Faso,2.0,0,Medium,85.322,48.402,87.389,0.2-0.3
18,<20,Non-binary,High School,Single,44630.0,676.0,32882.0,Business,Self-employed,9,Fair,0.511206237655777,74457.0,3.0,Port Brian,SD,United States Virgin Islands,1.0,2,Medium,44.63,32.882,74.457,
62,>50,Female,High School,Widowed,,666.0,15716.0,Home,Employed,17,Poor,0.388708620413192,121284.0,0.0,Willieborough,KY,Guatemala,,2,High,,15.716,121.284,0.3-0.4
59,>50,Male,Bachelor's,Married,99737.0,,43548.0,Home,Unemployed,7,Excellent,0.459650659779424,,,New Donna,NJ,Fiji,,1,Low,99.737,43.548,,0.4-0.5
43,41-50,Male,Bachelor's,Married,20029.0,717.0,23659.0,Business,Unemployed,13,Poor,0.287772997981114,292405.0,4.0,North Charlesburgh,NY,Botswana,2.0,0,Medium,20.029,23.659,292.405,0.2-0.3
25,21-30,Male,High School,Single,119772.0,745.0,20639.0,Home,Unemployed,19,Fair,0.133236682031713,191073.0,,Evansburgh,WA,Swaziland,1.0,1,Medium,119.772,20.639,191.073,0.1-0.2
62,>50,Male,High School,Widowed,29039.0,730.0,25326.0,Auto,Self-employed,7,Poor,0.220274574925806,256933.0,1.0,Port Ryanport,MO,Equatorial Guinea,0.0,0,Low,29.039,25.326,256.933,0.2-0.3
40,31-40,Non-binary,Master's,Divorced,102298.0,690.0,,Business,Employed,1,Good,0.137902004749918,126389.0,2.0,Erikaview,PR,United States of America,1.0,0,Low,102.298,,126.389,0.1-0.2
65,>50,Non-binary,PhD,Divorced,21927.0,726.0,17859.0,Auto,Employed,19,Excellent,0.205739267571767,132723.0,0.0,New Megan,NJ,Netherlands Antilles,1.0,0,Medium,21.927,17.859,132.723,0.2-0.3
38,31-40,Non-binary,PhD,Widowed,38883.0,757.0,23725.0,Home,Employed,15,Excellent,0.101316960787229,219793.0,4.0,Millerside,FL,Venezuela,2.0,2,Low,38.883,23.725,219.793,0.1-0.2
32,31-40,Male,High School,Widowed,,659.0,39760.0,Personal,Unemployed,12,Excellent,0.301870881738626,71892.0,4.0,Danielville,NC,Dominican Republic,3.0,0,Low,,39.76,71.892,0.3-0.4
27,21-30,Non-binary,PhD,Widowed,97722.0,727.0,,Home,Unemployed,4,Excellent,0.356378641127891,,0.0,Andrewsberg,VA,Taiwan,3.0,1,Low,97.722,,,0.3-0.4
34,31-40,Non-binary,Bachelor's,Divorced,,721.0,18104.0,Home,Employed,19,Poor,0.380109943530615,,,North Michaelborough,NY,Mali,,1,Low,,18.104,,0.3-0.4
37,31-40,Male,Master's,Single,54130.0,610.0,10727.0,Business,Employed,7,Excellent,0.254568320707067,,1.0,East Jeff,GA,Burundi,2.0,2,Low,54.13,10.727,,0.2-0.3
48,41-50,Non-binary,High School,Married,99996.0,720.0,,Business,Self-employed,5,Poor,0.265052761850328,268960.0,3.0,Phillipsborough,HI,Nigeria,0.0,0,Medium,99.996,,268.96,0.2-0.3
24,21-30,Female,Master's,Single,30555.0,674.0,16520.0,Business,Self-employed,5,Good,0.432293402888893,209206.0,0.0,East Lee,WY,Belgium,1.0,0,Medium,30.555,16.52,209.206,0.4-0.5
32,31-40,Male,PhD,Married,67553.0,625.0,41178.0,Auto,Unemployed,2,Fair,0.290749261977569,185996.0,1.0,Lake Brianmouth,TX,Libyan Arab Jamahiriya,4.0,2,Low,67.553,41.178,185.996,0.2-0.3
23,21-30,Male,PhD,Divorced,83862.0,773.0,28902.0,Auto,Employed,4,Good,0.295111659989577,157925.0,0.0,Pattersontown,TX,Niger,0.0,2,Medium,83.862,28.902,157.925,0.2-0.3
18,<20,Non-binary,Master's,Widowed,47955.0,628.0,24193.0,Personal,Employed,11,Excellent,0.382087360099133,128895.0,4.0,Port Vickie,TN,Ecuador,4.0,0,Medium,47.955,24.193,128.895,0.3-0.4
49,41-50,Male,PhD,Single,53542.0,618.0,44829.0,Auto,Employed,19,Good,0.298071926067759,146789.0,,Samanthaport,NH,Switzerland,3.0,0,Low,53.542,44.829,146.789,0.2-0.3
68,>50,Male,Master's,Married,34388.0,,38246.0,Business,Unemployed,13,Good,0.457127125000992,181223.0,,Port Michael,PR,Lithuania,0.0,2,Low,34.388,38.246,181.223,0.4-0.5
59,>50,Non-binary,PhD,Divorced,88718.0,733.0,42135.0,Personal,Self-employed,2,Excellent,0.386126595244911,,4.0,Heatherfort,ID,Chad,3.0,0,High,88.718,42.135,,0.3-0.4
64,>50,Non-binary,Master's,Married,80109.0,731.0,8018.0,Personal,Employed,16,Fair,0.197642703966461,212079.0,,North Natalieton,AZ,French Guiana,,1,Medium,80.109,8.018,212.079,0.1-0.2
25,21-30,Non-binary,Bachelor's,Married,46710.0,654.0,19583.0,Personal,Employed,11,Good,0.46306062564175,160768.0,3.0,Kingport,MO,Philippines,1.0,0,High,46.71,19.583,160.768,0.4-0.5
43,41-50,Female,Bachelor's,Married,,638.0,34361.0,Business,Unemployed,14,Poor,0.137486670595504,251705.0,3.0,Garciabury,HI,Malta,4.0,2,Low,,34.361,251.705,0.1-0.2
24,21-30,Female,Master's,Widowed,,612.0,45302.0,Business,Employed,11,Good,0.290442098727067,263780.0,,Lake Donald,WI,Tokelau,4.0,1,Medium,,45.302,263.78,0.2-0.3
45,41-50,Female,Bachelor's,Single,99267.0,646.0,16024.0,Personal,Self-employed,4,Good,0.30376861569847,158440.0,0.0,North Tonya,WY,Reunion,2.0,1,Medium,99.267,16.024,158.44,0.3-0.4
41,41-50,Female,Bachelor's,Widowed,113248.0,741.0,,Personal,Employed,16,Poor,0.439594999427877,216274.0,3.0,Brittanyville,AL,Malawi,,2,Low,113.248,,216.274,0.4-0.5
26,21-30,Female,High School,Single,101006.0,616.0,7136.0,Personal,Self-employed,11,Good,0.393442983170704,241380.0,1.0,South Jeffreyberg,MT,Eritrea,3.0,0,Medium,101.006,7.136,241.38,0.3-0.4
35,31-40,Non-binary,Master's,Married,27304.0,711.0,43998.0,Personal,Self-employed,19,Excellent,0.188935714965618,104718.0,,South Pam,CA,Trinidad and Tobago,0.0,1,Medium,27.304,43.998,104.718,0.1-0.2
28,21-30,Non-binary,Bachelor's,Married,49854.0,,20507.0,Personal,Employed,14,Excellent,0.308326799818224,,3.0,East Nicholas,GU,Maldives,3.0,0,Medium,49.854,20.507,,0.3-0.4
49,41-50,Non-binary,PhD,Single,60129.0,640.0,,Business,Unemployed,6,Excellent,0.572547013186469,,2.0,North Brandimouth,IN,United Arab Emirates,2.0,2,Low,60.129,,,
65,>50,Female,Master's,Married,,730.0,,Business,Unemployed,0,Fair,0.251553846404655,190382.0,1.0,North Christinachester,AR,Iraq,1.0,1,Low,,,190.382,0.2-0.3
48,41-50,Non-binary,PhD,Married,80282.0,,,Personal,Employed,18,Good,0.397920031633184,278798.0,3.0,New Denise,FM,Taiwan,0.0,2,Medium,80.282,,278.798,0.3-0.4
23,21-30,Non-binary,Bachelor's,Single,,681.0,29946.0,Personal,Self-employed,11,Good,0.267157951247539,136018.0,0.0,Mooreborough,VT,Gambia,0.0,0,Low,,29.946,136.018,0.2-0.3
54,>50,Female,Bachelor's,Single,116996.0,,,Auto,Unemployed,18,Poor,0.485182638746916,102086.0,2.0,Stevenport,ND,Congo,4.0,1,Medium,116.996,,102.086,0.4-0.5
49,41-50,Female,PhD,Widowed,83219.0,662.0,37391.0,Auto,Unemployed,16,Good,0.21598950068036,118643.0,,South Gwendolyn,WV,Israel,3.0,1,Low,83.219,37.391,118.643,0.2-0.3
43,41-50,Female,High School,Divorced,99841.0,698.0,39501.0,Auto,Unemployed,18,Poor,0.550004532029555,175301.0,0.0,Lucasmouth,PR,Azerbaijan,1.0,1,Low,99.841,39.501,175.301,
30,21-30,Male,Bachelor's,Widowed,71119.0,673.0,10850.0,Auto,Self-employed,13,Excellent,0.490238665285676,147880.0,4.0,New David,KY,Heard Island and McDonald Islands,2.0,1,Low,71.119,10.85,147.88,0.4-0.5
42,41-50,Non-binary,Bachelor's,Single,55319.0,721.0,33766.0,Home,Unemployed,6,Fair,0.271482953354356,,2.0,East Dawn,MN,Jamaica,,2,Low,55.319,33.766,,0.2-0.3
28,21-30,Male,Bachelor's,Divorced,82456.0,770.0,8370.0,Personal,Unemployed,4,Fair,0.594678112330237,45918.0,,Lake Destinyland,KS,Niue,1.0,0,Medium,82.456,8.37,45.918,
32,31-40,Male,Bachelor's,Divorced,109424.0,603.0,10647.0,Personal,Employed,0,Fair,0.434008372342724,53003.0,0.0,Port Austin,MH,Cambodia,2.0,2,Medium,109.424,10.647,53.003,0.4-0.5
31,31-40,Non-binary,Bachelor's,Single,94755.0,711.0,15076.0,Auto,Self-employed,4,Fair,0.300090525969888,233514.0,4.0,East Christopher,AK,Indonesia,,0,High,94.755,15.076,233.514,0.3-0.4
43,41-50,Male,Master's,Married,23894.0,,28580.0,Auto,Unemployed,9,Good,0.247083570166558,109755.0,2.0,West Jeremyside,IN,Venezuela,,0,Medium,23.894,28.58,109.755,0.2-0.3
23,21-30,Male,Master's,Widowed,92799.0,629.0,12798.0,Personal,Self-employed,3,Fair,0.200869158773877,100102.0,4.0,Howellview,CA,Gambia,,0,Medium,92.799,12.798,100.102,0.2-0.3
39,31-40,Female,PhD,Married,65489.0,,22391.0,Home,Self-employed,2,Excellent,0.590970971397573,,2.0,West Mariah,IN,Peru,0.0,0,Low,65.489,22.391,,
48,41-50,Non-binary,PhD,Single,57739.0,604.0,10649.0,Personal,Self-employed,9,Fair,0.142714934382073,34236.0,1.0,Ericstad,KY,Palestinian Territory,,0,Low,57.739,10.649,34.236,0.1-0.2
39,31-40,Female,Bachelor's,Married,81323.0,736.0,15339.0,Auto,Unemployed,19,Excellent,0.550599731670862,,2.0,South Karen,MA,Mozambique,3.0,2,High,81.323,15.339,,
29,21-30,Non-binary,Bachelor's,Single,92242.0,,22410.0,Personal,Employed,0,Good,0.391074466915732,278882.0,4.0,Port Kristi,MI,Saint Kitts and Nevis,1.0,1,Medium,92.242,22.41,278.882,0.3-0.4
22,21-30,Male,Master's,Married,85827.0,704.0,23449.0,Personal,Self-employed,11,Good,0.299527410536484,155758.0,0.0,East Matthew,CA,Congo,0.0,1,High,85.827,23.449,155.758,0.2-0.3
43,41-50,Male,PhD,Divorced,35231.0,608.0,15822.0,Personal,Self-employed,6,Poor,0.592313206417843,240898.0,0.0,Ortegashire,MP,Hong Kong,0.0,1,Low,35.231,15.822,240.898,
34,31-40,Female,Master's,Married,47949.0,,,Personal,Self-employed,8,Excellent,0.25211962911914,,2.0,Rodgersmouth,NE,Bosnia and Herzegovina,2.0,2,Low,47.949,,,0.2-0.3
33,31-40,Male,Master's,Married,,729.0,21862.0,Auto,Unemployed,11,Fair,0.566345768287769,93805.0,,Powellfurt,FL,Iceland,1.0,2,Low,,21.862,93.805,
56,>50,Female,High School,Widowed,63386.0,691.0,21403.0,Auto,Employed,18,Poor,0.282692819565489,243749.0,3.0,North Christopher,SC,Western Sahara,0.0,2,Medium,63.386,21.403,243.749,0.2-0.3
31,31-40,Female,Bachelor's,Single,112201.0,642.0,11022.0,Auto,Unemployed,14,Good,0.341646029354409,299348.0,4.0,Yorkfurt,CA,Bangladesh,4.0,2,Low,112.201,11.022,299.348,0.3-0.4
18,<20,Non-binary,PhD,Divorced,108016.0,675.0,41460.0,Personal,Employed,4,Poor,0.392583411226509,21655.0,3.0,North David,MO,Saint Barthelemy,0.0,2,Low,108.016,41.46,21.655,0.3-0.4
48,41-50,Female,Bachelor's,Married,77965.0,,12773.0,Auto,Unemployed,1,Excellent,0.161368340968615,61870.0,3.0,Lake Joshuaview,CA,Dominica,,2,Medium,77.965,12.773,61.87,0.1-0.2
69,>50,Male,High School,Married,100442.0,662.0,,Auto,Employed,5,Fair,0.529265808026984,199264.0,3.0,Stanleyhaven,MT,France,4.0,1,Low,100.442,,199.264,
32,31-40,Female,PhD,Married,55470.0,,22114.0,Auto,Employed,10,Poor,0.468554186133161,211344.0,4.0,New Dylanside,MO,Korea,0.0,2,Medium,55.47,22.114,211.344,0.4-0.5
22,21-30,Female,PhD,Married,99139.0,608.0,27289.0,Business,Employed,15,Good,0.40441435007679,258999.0,1.0,East Michaelstad,AK,Tokelau,0.0,0,Low,99.139,27.289,258.999,0.4-0.5
64,>50,Female,Bachelor's,Widowed,108202.0,790.0,36213.0,Business,Self-employed,12,Poor,0.252111519315959,271402.0,4.0,Port Brad,CO,Puerto Rico,4.0,1,Low,108.202,36.213,271.402,0.2-0.3
50,41-50,Male,Master's,Divorced,48794.0,621.0,9040.0,Auto,Employed,8,Poor,0.523060029209993,,3.0,Lake Brandon,LA,Moldova,1.0,1,Medium,48.794,9.04,,
31,31-40,Non-binary,Bachelor's,Widowed,47027.0,,26755.0,Home,Employed,18,Good,0.540680359962024,70622.0,3.0,South Cherylside,ND,Cuba,1.0,2,High,47.027,26.755,70.622,
55,>50,Female,Master's,Married,69986.0,621.0,40896.0,Auto,Unemployed,15,Excellent,0.283460112052723,238702.0,4.0,Port Ashley,CT,Malaysia,2.0,0,Low,69.986,40.896,238.702,0.2-0.3
46,41-50,Male,Master's,Widowed,75235.0,647.0,33527.0,Home,Employed,18,Fair,0.599824767170266,,1.0,Vaughanfurt,DC,Saint Barthelemy,4.0,2,Low,75.235,33.527,,
19,<20,Non-binary,Master's,Divorced,58557.0,,42010.0,Home,Unemployed,0,Good,0.34992584647045,162009.0,2.0,Obrienland,GU,Papua New Guinea,,1,Medium,58.557,42.01,162.009,0.3-0.4
40,31-40,Non-binary,PhD,Divorced,77324.0,736.0,,Personal,Unemployed,3,Good,0.256691540148033,106683.0,,Clairehaven,MO,Saint Martin,,2,Low,77.324,,106.683,0.2-0.3
56,>50,Female,Master's,Widowed,84541.0,,46678.0,Business,Employed,5,Poor,0.546056070318883,,2.0,Lloydchester,NJ,Solomon Islands,3.0,1,Low,84.541,46.678,,
30,21-30,Non-binary,Bachelor's,Married,99180.0,657.0,33734.0,Personal,Self-employed,7,Fair,0.185516323121849,138563.0,4.0,Michaelburgh,GA,Lebanon,0.0,2,Low,99.18,33.734,138.563,0.1-0.2
35,31-40,Female,Master's,Married,34425.0,,24044.0,Business,Self-employed,18,Good,0.480275117392262,269768.0,1.0,Joycemouth,VA,Pakistan,0.0,1,Low,34.425,24.044,269.768,0.4-0.5
65,>50,Female,PhD,Single,82325.0,615.0,44170.0,Business,Employed,4,Good,0.221921009037782,178684.0,3.0,Johnfort,LA,Singapore,2.0,0,Low,82.325,44.17,178.684,0.2-0.3
44,41-50,Female,High School,Single,41071.0,,32470.0,Business,Unemployed,12,Excellent,0.149245690040706,292713.0,3.0,Jonesberg,FM,Malaysia,0.0,2,Medium,41.071,32.47,292.713,0.1-0.2
33,31-40,Female,PhD,Widowed,52813.0,775.0,8749.0,Home,Self-employed,10,Fair,0.529130123738868,233871.0,4.0,Connortown,NV,Saint Barthelemy,,0,Low,52.813,8.749,233.871,
33,31-40,Female,PhD,Married,51283.0,656.0,6656.0,Personal,Employed,10,Poor,0.557791991836477,247589.0,4.0,Tylerport,PA,Cayman Islands,,1,Low,51.283,6.656,247.589,
54,>50,Non-binary,PhD,Married,72158.0,620.0,16859.0,Home,Self-employed,4,Poor,0.448972268327505,227486.0,1.0,Shaneborough,GA,South Georgia and the South Sandwich Islands,2.0,0,Low,72.158,16.859,227.486,0.4-0.5
62,>50,Male,Master's,Single,24708.0,654.0,20450.0,Personal,Self-employed,19,Fair,0.518456337717638,,0.0,West Jacqueline,NY,Brunei Darussalam,,1,Medium,24.708,20.45,,
47,41-50,Female,High School,Married,85382.0,731.0,25483.0,Business,Unemployed,14,Fair,0.173368694710507,189715.0,,West Kirsten,SD,Saudi Arabia,4.0,0,Low,85.382,25.483,189.715,0.1-0.2
24,21-30,Non-binary,Bachelor's,Married,74348.0,725.0,23942.0,Business,Employed,16,Fair,0.364408615724103,77594.0,,South Deborah,OK,Luxembourg,3.0,1,Low,74.348,23.942,77.594,0.3-0.4
49,41-50,Male,PhD,Widowed,77304.0,733.0,9106.0,Business,Employed,4,Good,0.294733969128946,,4.0,Debbiefort,WA,Burkina Faso,,1,Medium,77.304,9.106,,0.2-0.3
48,41-50,Non-binary,PhD,Married,32202.0,668.0,9055.0,Home,Unemployed,19,Excellent,0.247040178699486,43308.0,,Shannonland,VI,Bosnia and Herzegovina,3.0,0,Medium,32.202,9.055,43.308,0.2-0.3
57,>50,Female,PhD,Married,,760.0,5133.0,Personal,Unemployed,7,Excellent,0.576315725979037,189729.0,,Douglasborough,OR,Italy,2.0,2,Low,,5.133,189.729,
34,31-40,Female,Master's,Widowed,26015.0,662.0,,Auto,Unemployed,15,Fair,0.400536246784726,23936.0,3.0,New Andreachester,VA,Lithuania,2.0,0,Low,26.015,,23.936,0.4-0.5
35,31-40,Male,Bachelor's,Divorced,77300.0,600.0,24411.0,Business,Self-employed,16,Good,0.328918190165696,151091.0,1.0,Bensonville,NE,Ethiopia,4.0,1,Low,77.3,24.411,151.091,0.3-0.4
39,31-40,Male,PhD,Widowed,73270.0,663.0,49121.0,Home,Employed,11,Fair,0.482677436086542,142814.0,3.0,Hensonland,MP,Bouvet Island (Bouvetoya),2.0,2,High,73.27,49.121,142.814,0.4-0.5
61,>50,Male,High School,Single,72236.0,681.0,45310.0,Auto,Unemployed,3,Good,0.155808407184048,69036.0,,Port Yvonnefurt,VT,Zambia,4.0,2,Low,72.236,45.31,69.036,0.1-0.2
62,>50,Non-binary,Master's,Married,103911.0,645.0,46612.0,Personal,Unemployed,11,Poor,0.583574708438494,223298.0,0.0,Johnsonbury,UT,Seychelles,4.0,0,Low,103.911,46.612,223.298,
41,41-50,Non-binary,PhD,Married,25008.0,662.0,22639.0,Home,Self-employed,16,Good,0.203381099689344,,1.0,West Danielle,HI,Uganda,2.0,1,Low,25.008,22.639,,0.2-0.3
55,>50,Male,PhD,Married,116185.0,614.0,28778.0,Home,Employed,6,Fair,0.14363599252094,269440.0,4.0,Port Richard,AZ,Burkina Faso,2.0,2,Medium,116.185,28.778,269.44,0.1-0.2
27,21-30,Female,Master's,Single,72703.0,626.0,18541.0,Home,Unemployed,18,Poor,0.264480872373529,80191.0,2.0,Marshallville,MI,Antigua and Barbuda,2.0,1,Low,72.703,18.541,80.191,0.2-0.3
67,>50,Non-binary,Bachelor's,Divorced,33979.0,681.0,,Auto,Unemployed,9,Fair,0.454580801844285,217508.0,,Jeanettetown,KS,Marshall Islands,,0,Medium,33.979,,217.508,0.4-0.5
44,41-50,Non-binary,Master's,Widowed,108023.0,728.0,32933.0,Personal,Unemployed,0,Fair,0.301339087968584,298863.0,0.0,Smithborough,SC,Switzerland,0.0,2,Medium,108.023,32.933,298.863,0.3-0.4
23,21-30,Female,PhD,Widowed,43039.0,648.0,21655.0,Auto,Unemployed,14,Poor,0.578405189012614,,3.0,South Dennismouth,MS,Uzbekistan,2.0,1,Medium,43.039,21.655,,
27,21-30,Non-binary,PhD,Married,79547.0,,22856.0,Home,Employed,0,Good,0.403527593293859,167302.0,1.0,Lake Cassandraberg,NM,Lesotho,3.0,0,Low,79.547,22.856,167.302,0.4-0.5
33,31-40,Female,PhD,Married,58941.0,768.0,15107.0,Business,Unemployed,10,Fair,0.338312118160311,,3.0,East Reneetown,FL,South Africa,,1,Medium,58.941,15.107,,0.3-0.4
60,>50,Male,Master's,Married,,692.0,32191.0,Personal,Unemployed,17,Excellent,0.447973667050228,146565.0,0.0,East Marcusland,FM,Liberia,2.0,1,High,,32.191,146.565,0.4-0.5
66,>50,Male,Master's,Married,57695.0,789.0,18084.0,Personal,Employed,8,Excellent,0.542321062022404,162216.0,1.0,Port Williamberg,PR,Congo,4.0,1,Low,57.695,18.084,162.216,
69,>50,Female,PhD,Married,109780.0,686.0,30381.0,Business,Employed,15,Excellent,0.323961631228698,,0.0,Tyronebury,NC,Cape Verde,1.0,0,Low,109.78,30.381,,0.3-0.4
54,>50,Female,PhD,Widowed,114376.0,738.0,12731.0,Business,Unemployed,0,Poor,0.294816814536888,139879.0,,Petersenport,CT,Honduras,0.0,2,Low,114.376,12.731,139.879,0.2-0.3
58,>50,Non-binary,High School,Single,46507.0,,36767.0,Home,Unemployed,15,Excellent,0.2576637732715,292466.0,3.0,Adammouth,PR,Nepal,,0,High,46.507,36.767,292.466,0.2-0.3
68,>50,Non-binary,Master's,Married,74211.0,604.0,12045.0,Auto,Self-employed,6,Fair,0.32601162375784,126845.0,1.0,Tonyamouth,WY,Israel,0.0,1,Medium,74.211,12.045,126.845,0.3-0.4
62,>50,Male,Bachelor's,Married,,690.0,37979.0,Home,Employed,11,Poor,0.349499188255912,,,Perezstad,MN,Germany,,0,Low,,37.979,,0.3-0.4
61,>50,Non-binary,High School,Widowed,80752.0,,30360.0,Personal,Self-employed,17,Poor,0.429227292075763,127479.0,4.0,Tinachester,MO,Norfolk Island,4.0,2,Low,80.752,30.36,127.479,0.4-0.5
51,>50,Non-binary,Bachelor's,Widowed,44821.0,734.0,21324.0,Home,Unemployed,15,Good,0.379579671723464,30558.0,3.0,Robinsonton,MT,Turks and Caicos Islands,4.0,0,Medium,44.821,21.324,30.558,0.3-0.4
32,31-40,Male,Master's,Widowed,27814.0,,22504.0,Home,Employed,7,Good,0.224356648699662,58287.0,3.0,West Shelleytown,PA,Malawi,2.0,1,Low,27.814,22.504,58.287,0.2-0.3
